stimulus_id,condition,stimulus,pPMI_lag2
384sentences.314,within_sent_random_lowPMI,their fangs to use spiders stuck prey paralyse venomous,26.62141179406524
384sentences.315,within_sent_random_lowPMI,a be as as spiders as as or bird small coin can big a,44.297201774805146
384sentences.316,within_sent_random_lowPMI,spongy frequent to low subject swamps land are inundation,19.348959716355086
384sentences.317,within_sent_random_lowPMI,mud covered a water vegetation with and shallow swamp is,36.35863359595864
384sentences.318,within_sent_random_lowPMI,and breeding nesting are for swamps reptiles and birds grounds,30.20455839867407
384sentences.319,within_sent_random_lowPMI,drain produce arable fertile to swamps land often farmers,35.15617072254392
384sentences.320,within_sent_random_lowPMI,on garment the a heavy is for worn warmth torso a sweater,39.858592119858606
384sentences.321,within_sent_random_lowPMI,cotton common but is from sweaters are also often knitted wool,32.32626009076096
384sentences.322,within_sent_random_lowPMI,sweater that called front a opens a the cardigan down is,20.958752008023225
384sentences.323,within_sent_random_lowPMI,collar well sleeve in and as as shape differ cut sweaters decoration,20.84306649688993
384sentences.324,within_sent_random_lowPMI,flat piece is furniture a legs surface and a a table of with,43.82180864308873
384sentences.325,within_sent_random_lowPMI,around for usually to table there are people sit a chairs,23.555915721750267
384sentences.326,within_sent_random_lowPMI,on table to food meal people set a together and cutlery plates a eat,31.99832424231218
384sentences.327,within_sent_random_lowPMI,surfaces used tables work write on or are as also to,21.81605219252923
384sentences.328,within_sent_random_lowPMI,displays a images television appliance that with a an screen is moving,43.2224429691713
384sentences.329,within_sent_random_lowPMI,used films programs or televisions for are watching mostly,36.77255376656894
384sentences.330,within_sent_random_lowPMI,to they console a to used are videogames connected game when play,32.9558191380443
384sentences.331,within_sent_random_lowPMI,or cable broadcast internet received can or via be television content,54.828738451748094
384sentences.332,within_sent_random_lowPMI,property is consent the without of person's their taking theft,28.309898721813077
384sentences.333,within_sent_random_lowPMI,thieves to something receivers or it own to steal sell to,31.385386926784488
384sentences.334,within_sent_random_lowPMI,a theft jail and crime can fines with or be is punishable,31.40135541127743
384sentences.335,within_sent_random_lowPMI,theft industrial intellectual espionage is of and ideas property,30.82198688200795
384sentences.336,within_sent_random_lowPMI,heating toasting kitchen is a for using bread appliance a elements toaster,37.960340615810495
384sentences.337,within_sent_random_lowPMI,it bread done slot and the pop-up in once placed toast eject a toasters,29.901743793825222
384sentences.338,within_sent_random_lowPMI,the and tray toaster on control within have ovens temperature side a door a,32.36193116878501
384sentences.339,within_sent_random_lowPMI,bread like with to or cheese toppings be they allow garlic cooked,32.662484179035424
384sentences.340,within_sent_random_lowPMI,fruit taste red a a tomato and shiny is smooth with the savory,60.85660088408718
384sentences.341,within_sent_random_lowPMI,and more changes from a red softens gets color tomato as to green it ripe,49.1801706273847
384sentences.342,within_sent_random_lowPMI,sauce be salads or tomatoes well make to can as ketchup soup used as,39.096150877916045
384sentences.343,within_sent_random_lowPMI,many varieties with tastes there different sizes of and tomato are,36.28415501799852
384sentences.344,within_sent_random_lowPMI,series connected train that between is track a moves on a stations cars of a,40.49057417640115
384sentences.345,within_sent_random_lowPMI,locomotive train electricity the powered a is or by pulled diesel by,42.25229214895897
384sentences.346,within_sent_random_lowPMI,goods over containers transports long of or freight train fuel distances a,38.484317764357684
384sentences.347,within_sent_random_lowPMI,and between transport suburbs inside stations trains city people a commuter,23.464666181660167
384sentences.348,within_sent_random_lowPMI,passengers is train off where get train or place a on a station a,41.13604696513581
384sentences.349,within_sent_random_lowPMI,train or purchasing for stations have counters machines tickets,23.250173493088077
384sentences.350,within_sent_random_lowPMI,in rooms eat waiting station there places and a to are,26.595032654132137
384sentences.351,within_sent_random_lowPMI,enter next or passengers a cargo from the to trains platform line,35.08511954168252
384sentences.352,within_sent_random_lowPMI,tropical a tropical is over a warm sea formed storm cyclone,42.35677845034715
384sentences.353,within_sent_random_lowPMI,produce and torrential winds can powerful rain cyclones very,34.23075999698993
384sentences.354,within_sent_random_lowPMI,cause tropical coastal can also cyclone and flooding high waves,32.45769202203291
384sentences.355,within_sent_random_lowPMI,move tropical can seriously property inland a damage and cyclone,29.337384344353158
384sentences.356,within_sent_random_lowPMI,with is is played strings the an that four violin instrument with bow a,45.63832014326592
384sentences.357,within_sent_random_lowPMI,violin instrument and in smallest the is highest pitched its family,31.252753233261856
384sentences.358,within_sent_random_lowPMI,chin a the instrument and holds violinist the collarbone between the,26.62766811387853
384sentences.359,within_sent_random_lowPMI,different made bowing one are while the hand neck notes with by fingering,28.53162890524052
384sentences.360,within_sent_random_lowPMI,of vultures animals birds dead on are feeding the carcasses scavenging mostly,53.755931594238795
384sentences.361,within_sent_random_lowPMI,many vultures feathers head a heat have bald without losing for,23.92490717223392
384sentences.362,within_sent_random_lowPMI,use to without wings vultures for miles soar flapping large their,27.589303650318364
384sentences.363,within_sent_random_lowPMI,sick or attack animals the but may kill healthy vultures seldom wounded,30.16067126657148
384sentences.364,within_sent_random_lowPMI,and a an a sometimes solid area protects that defines structure is wall,33.0405310878864
384sentences.365,within_sent_random_lowPMI,rooms into building roof delineate walls divide and space the support the a,33.60762024178524
384sentences.366,within_sent_random_lowPMI,walls usually or well stone brick made drywall as as cement are of,20.90623968193877
384sentences.367,within_sent_random_lowPMI,earth retaining water of stone a barrier provide walls movement or to,41.52468663763094
384sentences.368,within_sent_random_lowPMI,common water 70% of area earth most the liquid on its covering is,32.436291907373
384sentences.369,within_sent_random_lowPMI,animals people order plants water in must to live drink and,37.62124259126366
384sentences.370,within_sent_random_lowPMI,temperature at and water solid a ice low freezes becomes,44.212002282897984
384sentences.371,within_sent_random_lowPMI,the falls in are is rain vapor from water which clouds sky condensed that,47.81997698709353
384sentences.372,within_sent_random_lowPMI,is a in ocean very mammal that whale lives large the a,34.543879765457504
384sentences.373,within_sent_random_lowPMI,heads breathe through when surfacing on blowholes their whales,29.278872611100685
384sentences.374,within_sent_random_lowPMI,serves the reservoir insulation blubber an energy a whale as and in as,27.493434200181923
384sentences.375,within_sent_random_lowPMI,hunted have oil and whales meat ambergris for whale been,33.03087284672765
384sentences.376,within_sent_random_lowPMI,opening a a wall let a light is in window through transparent to,34.77549514488908
384sentences.377,within_sent_random_lowPMI,place a of held window made by typical sheets in frames is of glass,33.88917073033068
384sentences.378,within_sent_random_lowPMI,open a also when let window sound and through air will,21.829613478881008
384sentences.379,within_sent_random_lowPMI,multiple to inside windows some have insulation increase panes,16.313815598208365
384sentences.380,within_sent_random_lowPMI,female a a is human adult woman,24.82930586831953
384sentences.381,within_sent_random_lowPMI,stereotypically caregiver as is woman a seen a,29.40471755861681
384sentences.382,within_sent_random_lowPMI,a pregnant and children can become bear woman,23.90677776670855
384sentences.383,within_sent_random_lowPMI,different a woman reproductive a has than organs man,25.27423854805993
